site,succession,plot,plot.unq,n.treat,weevil,block,open_under,tag,weight.pre,weight.post,mass.loss,per.mass.lost,d13c_mean,perC_mean,d15n_mean,perN_mean,C.N_mean,d13c_std.error,perC_std.error,d15n_std.error,perN_std.error,C.N_std.error
east,Primary,1,1,0,NW,1,under,2951,3,2.3,0.7,23.33333333,-28.70666667,51.95333333,-2.09,1.42,37.15289405,0.021858128,1.882660647,0.035118846,0.125830574,3.547825138
east,Primary,1,1,0,NW,1,under,2953,3,2.3,0.7,23.33333333,-28.70666667,51.95333333,-2.09,1.42,37.15289405,0.021858128,1.882660647,0.035118846,0.125830574,3.547825138
east,Primary,1,1,0,NW,1,open,2954,3,1.5,1.5,50,-28.70666667,51.95333333,-2.09,1.42,37.15289405,0.021858128,1.882660647,0.035118846,0.125830574,3.547825138
east,Primary,1,1,0,NW,1,open,2955,3,2.9,0.1,3.333333333,-28.70666667,51.95333333,-2.09,1.42,37.15289405,0.021858128,1.882660647,0.035118846,0.125830574,3.547825138
east,Primary,1,1,0,NW,1,open,2956,3,2.2,0.8,26.66666667,-28.70666667,51.95333333,-2.09,1.42,37.15289405,0.021858128,1.882660647,0.035118846,0.125830574,3.547825138
east,Primary,1,1,0,NW,1,open,2957,3,2.2,0.8,26.66666667,-28.70666667,51.95333333,-2.09,1.42,37.15289405,0.021858128,1.882660647,0.035118846,0.125830574,3.547825138
east,Primary,1,1,0,NW,1,open,2958,3,2,1,33.33333333,-28.70666667,51.95333333,-2.09,1.42,37.15289405,0.021858128,1.882660647,0.035118846,0.125830574,3.547825138
east,Primary,2,2,8,NW,1,under,2959,3,2.4,0.6,20,-27.5,56.76666667,-3.266666667,2.076666667,27.33723157,0.037859389,0.063595947,0.014529663,0.012018504,0.154975692
east,Primary,2,2,8,NW,1,open,2961,3,2.2,0.8,26.66666667,-27.5,56.76666667,-3.266666667,2.076666667,27.33723157,0.037859389,0.063595947,0.014529663,0.012018504,0.154975692
east,Primary,2,2,8,NW,1,open,2962,3,1.8,1.2,40,-27.5,56.76666667,-3.266666667,2.076666667,27.33723157,0.037859389,0.063595947,0.014529663,0.012018504,0.154975692
east,Primary,2,2,8,NW,1,open,2965,3,2.1,0.9,30,-27.5,56.76666667,-3.266666667,2.076666667,27.33723157,0.037859389,0.063595947,0.014529663,0.012018504,0.154975692
east,Primary,2,2,8,NW,1,open,2966,3,2.2,0.8,26.66666667,-27.5,56.76666667,-3.266666667,2.076666667,27.33723157,0.037859389,0.063595947,0.014529663,0.012018504,0.154975692
east,Primary,3,3,16,NW,1,under,2967,3,2.2,0.8,26.66666667,-27.94333333,48.68666667,-1.423333333,1.506666667,32.50495887,0.017638342,0.90694236,0.121700908,0.095277373,1.542756967
east,Primary,3,3,16,NW,1,under,2969,3,1.5,1.5,50,-27.94333333,48.68666667,-1.423333333,1.506666667,32.50495887,0.017638342,0.90694236,0.121700908,0.095277373,1.542756967
east,Primary,3,3,16,NW,1,open,2971,3,2.4,0.6,20,-27.94333333,48.68666667,-1.423333333,1.506666667,32.50495887,0.017638342,0.90694236,0.121700908,0.095277373,1.542756967
east,Primary,3,3,16,NW,1,open,2972,3,1.7,1.3,43.33333333,-27.94333333,48.68666667,-1.423333333,1.506666667,32.50495887,0.017638342,0.90694236,0.121700908,0.095277373,1.542756967
east,Primary,3,3,16,NW,1,open,2973,3,2,1,33.33333333,-27.94333333,48.68666667,-1.423333333,1.506666667,32.50495887,0.017638342,0.90694236,0.121700908,0.095277373,1.542756967
east,Primary,4,4,8,W,1,open,2975,2,1.6,0.4,20,-27.84333333,50.03666667,-2.733333333,1.626666667,30.75593559,0.029627315,1.654189966,0.044845413,0.049103066,0.232211135
east,Primary,4,4,8,W,1,open,2976,2,0.7,1.3,65,-27.84333333,50.03666667,-2.733333333,1.626666667,30.75593559,0.029627315,1.654189966,0.044845413,0.049103066,0.232211135
east,Primary,4,4,8,W,1,under,2977,2,0.9,1.1,55,-27.84333333,50.03666667,-2.733333333,1.626666667,30.75593559,0.029627315,1.654189966,0.044845413,0.049103066,0.232211135
east,Primary,4,4,8,W,1,open,2978,2,1.4,0.6,30,-27.84333333,50.03666667,-2.733333333,1.626666667,30.75593559,0.029627315,1.654189966,0.044845413,0.049103066,0.232211135
east,Primary,4,4,8,W,1,under,2979,2,1.1,0.9,45,-27.84333333,50.03666667,-2.733333333,1.626666667,30.75593559,0.029627315,1.654189966,0.044845413,0.049103066,0.232211135
east,Primary,4,4,8,W,1,under,2980,1.9,1.3,0.6,31.57894737,-27.84333333,50.03666667,-2.733333333,1.626666667,30.75593559,0.029627315,1.654189966,0.044845413,0.049103066,0.232211135
east,Primary,4,4,8,W,1,under,2981,1.8,1.6,0.2,11.11111111,-27.84333333,50.03666667,-2.733333333,1.626666667,30.75593559,0.029627315,1.654189966,0.044845413,0.049103066,0.232211135
east,Primary,4,4,8,W,1,open,2982,2,2,0,0,-27.84333333,50.03666667,-2.733333333,1.626666667,30.75593559,0.029627315,1.654189966,0.044845413,0.049103066,0.232211135
east,Primary,5,5,0,W,1,open,2981,2,1.9,0.1,5,-28.61666667,48.32333333,-4.05,1.363333333,35.49955019,0.020275875,3.750485894,0.04163332,0.060092521,2.758109821
east,Primary,5,5,0,W,1,under,2983,2,1.5,0.5,25,-28.61666667,48.32333333,-4.05,1.363333333,35.49955019,0.020275875,3.750485894,0.04163332,0.060092521,2.758109821
east,Primary,5,5,0,W,1,open,2986,2,0.9,1.1,55,-28.61666667,48.32333333,-4.05,1.363333333,35.49955019,0.020275875,3.750485894,0.04163332,0.060092521,2.758109821
east,Primary,5,5,0,W,1,open,2987,2,1.8,0.2,10,-28.61666667,48.32333333,-4.05,1.363333333,35.49955019,0.020275875,3.750485894,0.04163332,0.060092521,2.758109821
east,Primary,5,5,0,W,1,under,2988,2,1.5,0.5,25,-28.61666667,48.32333333,-4.05,1.363333333,35.49955019,0.020275875,3.750485894,0.04163332,0.060092521,2.758109821
east,Primary,5,5,0,W,1,under,2989,2,1,1,50,-28.61666667,48.32333333,-4.05,1.363333333,35.49955019,0.020275875,3.750485894,0.04163332,0.060092521,2.758109821
east,Primary,5,5,0,W,1,open,2990,2,2,0,0,-28.61666667,48.32333333,-4.05,1.363333333,35.49955019,0.020275875,3.750485894,0.04163332,0.060092521,2.758109821
east,Primary,6,6,16,W,1,open,2991,2,2,0,0,-28.28666667,43.95666667,-2.146666667,1.886666667,23.30369803,0.029627315,1.323635566,0.052387445,0.047022453,0.541102231
east,Primary,6,6,16,W,1,under,2992,2,1.3,0.7,35,-28.28666667,43.95666667,-2.146666667,1.886666667,23.30369803,0.029627315,1.323635566,0.052387445,0.047022453,0.541102231
east,Primary,6,6,16,W,1,under,2993,2,1.5,0.5,25,-28.28666667,43.95666667,-2.146666667,1.886666667,23.30369803,0.029627315,1.323635566,0.052387445,0.047022453,0.541102231
east,Primary,6,6,16,W,1,open,2994,2,1.3,0.7,35,-28.28666667,43.95666667,-2.146666667,1.886666667,23.30369803,0.029627315,1.323635566,0.052387445,0.047022453,0.541102231
east,Primary,6,6,16,W,1,open,2995,2,2,0,0,-28.28666667,43.95666667,-2.146666667,1.886666667,23.30369803,0.029627315,1.323635566,0.052387445,0.047022453,0.541102231
east,Primary,6,6,16,W,1,open,2996,2,0.9,1.1,55,-28.28666667,43.95666667,-2.146666667,1.886666667,23.30369803,0.029627315,1.323635566,0.052387445,0.047022453,0.541102231
east,Primary,6,6,16,W,1,open,2997,2,1.8,0.2,10,-28.28666667,43.95666667,-2.146666667,1.886666667,23.30369803,0.029627315,1.323635566,0.052387445,0.047022453,0.541102231
east,Primary,6,6,16,W,1,under,2998,2,2,0,0,-28.28666667,43.95666667,-2.146666667,1.886666667,23.30369803,0.029627315,1.323635566,0.052387445,0.047022453,0.541102231
east,Primary,7,7,8,NW,2,under,2693,3.1,2.5,0.6,19.35483871,-28.63666667,60.71333333,-2.83,1.803333333,34.52751079,0.008819171,0.096838927,0.070237692,0.191688405,4.046376732
east,Primary,7,7,8,NW,2,open,2694,3.1,1.8,1.3,41.93548387,-28.63666667,60.71333333,-2.83,1.803333333,34.52751079,0.008819171,0.096838927,0.070237692,0.191688405,4.046376732
east,Primary,7,7,8,NW,2,open,2695,3.1,2,1.1,35.48387097,-28.63666667,60.71333333,-2.83,1.803333333,34.52751079,0.008819171,0.096838927,0.070237692,0.191688405,4.046376732
east,Primary,7,7,8,NW,2,under,2697,3.1,3,0.1,3.225806452,-28.63666667,60.71333333,-2.83,1.803333333,34.52751079,0.008819171,0.096838927,0.070237692,0.191688405,4.046376732
east,Primary,7,7,8,NW,2,open,2698,3.1,2.8,0.3,9.677419355,-28.63666667,60.71333333,-2.83,1.803333333,34.52751079,0.008819171,0.096838927,0.070237692,0.191688405,4.046376732
east,Primary,7,7,8,NW,2,under,2699,3.1,2.2,0.9,29.03225806,-28.63666667,60.71333333,-2.83,1.803333333,34.52751079,0.008819171,0.096838927,0.070237692,0.191688405,4.046376732
east,Primary,7,7,8,NW,2,open,2700,3.1,3,0.1,3.225806452,-28.63666667,60.71333333,-2.83,1.803333333,34.52751079,0.008819171,0.096838927,0.070237692,0.191688405,4.046376732
east,Primary,7,7,8,NW,2,open,2969,3.1,2,1.1,35.48387097,-28.63666667,60.71333333,-2.83,1.803333333,34.52751079,0.008819171,0.096838927,0.070237692,0.191688405,4.046376732
east,Primary,8,8,8,W,2,open,2940,1.1,0.4,0.7,63.63636364,-28.33,46.97,-1.81,1.963333333,23.95818155,0.025166115,0.38682468,0.035118846,0.061734197,0.550393285
east,Primary,8,8,8,W,2,open,2941,1,0.6,0.4,40,-28.33,46.97,-1.81,1.963333333,23.95818155,0.025166115,0.38682468,0.035118846,0.061734197,0.550393285
east,Primary,8,8,8,W,2,under,2942,1,0.8,0.2,20,-28.33,46.97,-1.81,1.963333333,23.95818155,0.025166115,0.38682468,0.035118846,0.061734197,0.550393285
east,Primary,9,9,16,NW,2,open,2685,3,2.8,0.2,6.666666667,-27.72333333,46.73333333,-1.416666667,1.933333333,24.17340756,0.013333333,1.237798224,0.017638342,0.036666667,0.46379309
east,Primary,9,9,16,NW,2,open,2686,3,2.3,0.7,23.33333333,-27.72333333,46.73333333,-1.416666667,1.933333333,24.17340756,0.013333333,1.237798224,0.017638342,0.036666667,0.46379309
east,Primary,9,9,16,NW,2,under,2687,3,2.4,0.6,20,-27.72333333,46.73333333,-1.416666667,1.933333333,24.17340756,0.013333333,1.237798224,0.017638342,0.036666667,0.46379309
east,Primary,9,9,16,NW,2,under,2688,3,2.5,0.5,16.66666667,-27.72333333,46.73333333,-1.416666667,1.933333333,24.17340756,0.013333333,1.237798224,0.017638342,0.036666667,0.46379309
east,Primary,9,9,16,NW,2,open,2689,3,2.7,0.3,10,-27.72333333,46.73333333,-1.416666667,1.933333333,24.17340756,0.013333333,1.237798224,0.017638342,0.036666667,0.46379309
east,Primary,9,9,16,NW,2,under,2690,3,1.5,1.5,50,-27.72333333,46.73333333,-1.416666667,1.933333333,24.17340756,0.013333333,1.237798224,0.017638342,0.036666667,0.46379309
east,Primary,9,9,16,NW,2,open,2691,3,2.1,0.9,30,-27.72333333,46.73333333,-1.416666667,1.933333333,24.17340756,0.013333333,1.237798224,0.017638342,0.036666667,0.46379309
east,Primary,9,9,16,NW,2,under,2692,3,1.8,1.2,40,-27.72333333,46.73333333,-1.416666667,1.933333333,24.17340756,0.013333333,1.237798224,0.017638342,0.036666667,0.46379309
east,Primary,10,10,0,W,2,under,2677,2,1.8,0.2,10,-29.32333333,48.66333333,-3.033333333,1.63,31.9473389,0.021858128,0.247678107,0.029627315,0.267644042,6.385472657
east,Primary,10,10,0,W,2,open,2678,2.1,2,0.1,4.761904762,-29.32333333,48.66333333,-3.033333333,1.63,31.9473389,0.021858128,0.247678107,0.029627315,0.267644042,6.385472657
east,Primary,10,10,0,W,2,open,2679,2,1.8,0.2,10,-29.32333333,48.66333333,-3.033333333,1.63,31.9473389,0.021858128,0.247678107,0.029627315,0.267644042,6.385472657
east,Primary,10,10,0,W,2,under,2680,2,0.8,1.2,60,-29.32333333,48.66333333,-3.033333333,1.63,31.9473389,0.021858128,0.247678107,0.029627315,0.267644042,6.385472657
east,Primary,10,10,0,W,2,under,2681,2,2,0,0,-29.32333333,48.66333333,-3.033333333,1.63,31.9473389,0.021858128,0.247678107,0.029627315,0.267644042,6.385472657
east,Primary,10,10,0,W,2,open,2682,2,1.9,0.1,5,-29.32333333,48.66333333,-3.033333333,1.63,31.9473389,0.021858128,0.247678107,0.029627315,0.267644042,6.385472657
east,Primary,10,10,0,W,2,under,2683,2,1.3,0.7,35,-29.32333333,48.66333333,-3.033333333,1.63,31.9473389,0.021858128,0.247678107,0.029627315,0.267644042,6.385472657
east,Primary,10,10,0,W,2,under,2684,2,1.4,0.6,30,-29.32333333,48.66333333,-3.033333333,1.63,31.9473389,0.021858128,0.247678107,0.029627315,0.267644042,6.385472657
east,Primary,11,11,0,NW,2,open,2669,3.1,2.3,0.8,25.80645161,-29.07,55.09666667,-2.28,1.823333333,30.24138568,0.02081666,1.635912929,0.005773503,0.069362173,0.431851958
east,Primary,11,11,0,NW,2,under,2670,3,2.4,0.6,20,-29.07,55.09666667,-2.28,1.823333333,30.24138568,0.02081666,1.635912929,0.005773503,0.069362173,0.431851958
east,Primary,11,11,0,NW,2,open,2671,3,2.4,0.6,20,-29.07,55.09666667,-2.28,1.823333333,30.24138568,0.02081666,1.635912929,0.005773503,0.069362173,0.431851958
east,Primary,11,11,0,NW,2,under,2672,3.1,2.4,0.7,22.58064516,-29.07,55.09666667,-2.28,1.823333333,30.24138568,0.02081666,1.635912929,0.005773503,0.069362173,0.431851958
east,Primary,11,11,0,NW,2,under,2673,3.1,2.2,0.9,29.03225806,-29.07,55.09666667,-2.28,1.823333333,30.24138568,0.02081666,1.635912929,0.005773503,0.069362173,0.431851958
east,Primary,11,11,0,NW,2,open,2674,3,2.5,0.5,16.66666667,-29.07,55.09666667,-2.28,1.823333333,30.24138568,0.02081666,1.635912929,0.005773503,0.069362173,0.431851958
east,Primary,11,11,0,NW,2,open,2675,3.1,3.1,0,0,-29.07,55.09666667,-2.28,1.823333333,30.24138568,0.02081666,1.635912929,0.005773503,0.069362173,0.431851958
east,Primary,11,11,0,NW,2,under,2676,3,2.4,0.6,20,-29.07,55.09666667,-2.28,1.823333333,30.24138568,0.02081666,1.635912929,0.005773503,0.069362173,0.431851958
east,Primary,12,12,16,W,2,open,2663,1,1,0,0,-28.31666667,50.24,-2.23,1.543333333,32.54116743,0.035276684,4.959600118,0.055075705,0.003333333,3.149255915
east,Primary,12,12,16,W,2,open,2664,1,0.7,0.3,30,-28.31666667,50.24,-2.23,1.543333333,32.54116743,0.035276684,4.959600118,0.055075705,0.003333333,3.149255915
east,Primary,12,12,16,W,2,open,2665,1,1,0,0,-28.31666667,50.24,-2.23,1.543333333,32.54116743,0.035276684,4.959600118,0.055075705,0.003333333,3.149255915
east,Primary,12,12,16,W,2,under,2666,1.1,0.9,0.2,18.18181818,-28.31666667,50.24,-2.23,1.543333333,32.54116743,0.035276684,4.959600118,0.055075705,0.003333333,3.149255915
east,Primary,12,12,16,W,2,under,2667,1,0.8,0.2,20,-28.31666667,50.24,-2.23,1.543333333,32.54116743,0.035276684,4.959600118,0.055075705,0.003333333,3.149255915
east,Primary,12,12,16,W,2,under,2668,1,0.9,0.1,10,-28.31666667,50.24,-2.23,1.543333333,32.54116743,0.035276684,4.959600118,0.055075705,0.003333333,3.149255915
east,Primary,13,13,16,W,3,open,2655,1.1,0.6,0.5,45.45454545,-27.66666667,47.12333333,-1.896666667,1.683333333,28.0089909,0.017638342,0.226151375,0.048419463,0.031797973,0.396030149
east,Primary,13,13,16,W,3,under,2656,1,0.9,0.1,10,-27.66666667,47.12333333,-1.896666667,1.683333333,28.0089909,0.017638342,0.226151375,0.048419463,0.031797973,0.396030149
east,Primary,13,13,16,W,3,open,2657,1,0.8,0.2,20,-27.66666667,47.12333333,-1.896666667,1.683333333,28.0089909,0.017638342,0.226151375,0.048419463,0.031797973,0.396030149
east,Primary,13,13,16,W,3,open,2658,1,0.9,0.1,10,-27.66666667,47.12333333,-1.896666667,1.683333333,28.0089909,0.017638342,0.226151375,0.048419463,0.031797973,0.396030149
east,Primary,13,13,16,W,3,open,2659,1,1,0,0,-27.66666667,47.12333333,-1.896666667,1.683333333,28.0089909,0.017638342,0.226151375,0.048419463,0.031797973,0.396030149
east,Primary,13,13,16,W,3,open,2660,1,0.8,0.2,20,-27.66666667,47.12333333,-1.896666667,1.683333333,28.0089909,0.017638342,0.226151375,0.048419463,0.031797973,0.396030149
east,Primary,13,13,16,W,3,under,2661,1,1,0,0,-27.66666667,47.12333333,-1.896666667,1.683333333,28.0089909,0.017638342,0.226151375,0.048419463,0.031797973,0.396030149
east,Primary,14,14,0,NW,3,open,2647,3,1.9,1.1,36.66666667,-28.03,48.42333333,-3.663333333,1.846666667,26.21826853,0.005773503,1.554588191,0.104774891,0.054569018,0.099290223
east,Primary,14,14,0,NW,3,open,2648,3,3,0,0,-28.03,48.42333333,-3.663333333,1.846666667,26.21826853,0.005773503,1.554588191,0.104774891,0.054569018,0.099290223
east,Primary,14,14,0,NW,3,open,2649,3.1,2.9,0.2,6.451612903,-28.03,48.42333333,-3.663333333,1.846666667,26.21826853,0.005773503,1.554588191,0.104774891,0.054569018,0.099290223
east,Primary,14,14,0,NW,3,under,2650,3,2.7,0.3,10,-28.03,48.42333333,-3.663333333,1.846666667,26.21826853,0.005773503,1.554588191,0.104774891,0.054569018,0.099290223
east,Primary,14,14,0,NW,3,open,2652,3.1,3.1,0,0,-28.03,48.42333333,-3.663333333,1.846666667,26.21826853,0.005773503,1.554588191,0.104774891,0.054569018,0.099290223
east,Primary,14,14,0,NW,3,under,2653,3.1,2,1.1,35.48387097,-28.03,48.42333333,-3.663333333,1.846666667,26.21826853,0.005773503,1.554588191,0.104774891,0.054569018,0.099290223
east,Primary,14,14,0,NW,3,under,2654,3,2.1,0.9,30,-28.03,48.42333333,-3.663333333,1.846666667,26.21826853,0.005773503,1.554588191,0.104774891,0.054569018,0.099290223
east,Primary,15,15,16,NW,3,under,2639,3.1,2.6,0.5,16.12903226,-28.48666667,49.41666667,-1.55,1.663333333,30.15952147,0.031797973,0.185861358,0.060277138,0.147685853,2.545827282
east,Primary,15,15,16,NW,3,open,2640,3,2.9,0.1,3.333333333,-28.48666667,49.41666667,-1.55,1.663333333,30.15952147,0.031797973,0.185861358,0.060277138,0.147685853,2.545827282
east,Primary,15,15,16,NW,3,open,2642,3,2.4,0.6,20,-28.48666667,49.41666667,-1.55,1.663333333,30.15952147,0.031797973,0.185861358,0.060277138,0.147685853,2.545827282
east,Primary,15,15,16,NW,3,under,2645,3.1,2.2,0.9,29.03225806,-28.48666667,49.41666667,-1.55,1.663333333,30.15952147,0.031797973,0.185861358,0.060277138,0.147685853,2.545827282
east,Primary,15,15,16,NW,3,open,2646,3,2.4,0.6,20,-28.48666667,49.41666667,-1.55,1.663333333,30.15952147,0.031797973,0.185861358,0.060277138,0.147685853,2.545827282
east,Primary,16,16,8,W,3,open,2632,3,3,0,0,-27.26333333,43.57,-2.366666667,1.586666667,27.46056054,0.046666667,0.285365263,0.117945373,0.012018504,0.046809941
east,Primary,16,16,8,W,3,open,2633,3,0.4,2.6,86.66666667,-27.26333333,43.57,-2.366666667,1.586666667,27.46056054,0.046666667,0.285365263,0.117945373,0.012018504,0.046809941
east,Primary,16,16,8,W,3,open,2634,3,2.8,0.2,6.666666667,-27.26333333,43.57,-2.366666667,1.586666667,27.46056054,0.046666667,0.285365263,0.117945373,0.012018504,0.046809941
east,Primary,16,16,8,W,3,under,2635,3,2.6,0.4,13.33333333,-27.26333333,43.57,-2.366666667,1.586666667,27.46056054,0.046666667,0.285365263,0.117945373,0.012018504,0.046809941
east,Primary,16,16,8,W,3,open,2637,3,1.7,1.3,43.33333333,-27.26333333,43.57,-2.366666667,1.586666667,27.46056054,0.046666667,0.285365263,0.117945373,0.012018504,0.046809941
east,Primary,16,16,8,W,3,open,2638,3,2.8,0.2,6.666666667,-27.26333333,43.57,-2.366666667,1.586666667,27.46056054,0.046666667,0.285365263,0.117945373,0.012018504,0.046809941
east,Primary,17,17,8,NW,3,under,2625,3,2.5,0.5,16.66666667,-28.61666667,48.45333333,-3.523333333,1.313333333,37.0092336,0.014529663,1.623097177,0.098375697,0.035276684,2.171105645
east,Primary,17,17,8,NW,3,under,2626,3,1.7,1.3,43.33333333,-28.61666667,48.45333333,-3.523333333,1.313333333,37.0092336,0.014529663,1.623097177,0.098375697,0.035276684,2.171105645
east,Primary,17,17,8,NW,3,open,2627,3,2.6,0.4,13.33333333,-28.61666667,48.45333333,-3.523333333,1.313333333,37.0092336,0.014529663,1.623097177,0.098375697,0.035276684,2.171105645
east,Primary,17,17,8,NW,3,open,2628,3,2.5,0.5,16.66666667,-28.61666667,48.45333333,-3.523333333,1.313333333,37.0092336,0.014529663,1.623097177,0.098375697,0.035276684,2.171105645
east,Primary,17,17,8,NW,3,open,2629,3,1.5,1.5,50,-28.61666667,48.45333333,-3.523333333,1.313333333,37.0092336,0.014529663,1.623097177,0.098375697,0.035276684,2.171105645
east,Primary,17,17,8,NW,3,under,2630,3,2,1,33.33333333,-28.61666667,48.45333333,-3.523333333,1.313333333,37.0092336,0.014529663,1.623097177,0.098375697,0.035276684,2.171105645
east,Primary,17,17,8,NW,3,open,2999,3,0.5,2.5,83.33333333,-28.61666667,48.45333333,-3.523333333,1.313333333,37.0092336,0.014529663,1.623097177,0.098375697,0.035276684,2.171105645
east,Primary,17,17,8,NW,3,under,3000,3,2.2,0.8,26.66666667,-28.61666667,48.45333333,-3.523333333,1.313333333,37.0092336,0.014529663,1.623097177,0.098375697,0.035276684,2.171105645
east,Primary,18,18,0,W,3,open,2940,3,1,2,66.66666667,-27.74333333,45.73666667,-4.673333333,1.36,33.94260494,0.029627315,1.87528072,0.049103066,0.100664459,2.537887896
east,Primary,18,18,0,W,3,under,2943,3,1.4,1.6,53.33333333,-27.74333333,45.73666667,-4.673333333,1.36,33.94260494,0.029627315,1.87528072,0.049103066,0.100664459,2.537887896
east,Primary,18,18,0,W,3,under,2944,3,2.3,0.7,23.33333333,-27.74333333,45.73666667,-4.673333333,1.36,33.94260494,0.029627315,1.87528072,0.049103066,0.100664459,2.537887896
east,Primary,18,18,0,W,3,under,2945,3,2.4,0.6,20,-27.74333333,45.73666667,-4.673333333,1.36,33.94260494,0.029627315,1.87528072,0.049103066,0.100664459,2.537887896
east,Primary,18,18,0,W,3,open,2950,3,2,1,33.33333333,-27.74333333,45.73666667,-4.673333333,1.36,33.94260494,0.029627315,1.87528072,0.049103066,0.100664459,2.537887896
harmony,Secondary,1,36,0,W,7,under,207,3,2.4,0.6,20,-27.95,51.11666667,-3.62,2.253333333,22.7091503,0.081445278,1.36029817,0.140118997,0.080069414,0.497753029
harmony,Secondary,1,36,0,W,7,open,211,3.1,2.9,0.2,6.451612903,-27.95,51.11666667,-3.62,2.253333333,22.7091503,0.081445278,1.36029817,0.140118997,0.080069414,0.497753029
harmony,Secondary,1,36,0,W,7,under,229,3.1,2.4,0.7,22.58064516,-27.95,51.11666667,-3.62,2.253333333,22.7091503,0.081445278,1.36029817,0.140118997,0.080069414,0.497753029
harmony,Secondary,1,36,0,W,7,under,10284,3,1.9,1.1,36.66666667,-27.95,51.11666667,-3.62,2.253333333,22.7091503,0.081445278,1.36029817,0.140118997,0.080069414,0.497753029
harmony,Secondary,1,36,0,W,7,under,10361,3,2,1,33.33333333,-27.95,51.11666667,-3.62,2.253333333,22.7091503,0.081445278,1.36029817,0.140118997,0.080069414,0.497753029
